"d8_1","d8_2","d8_3","d9","d10","d11","d14","d181","estred13","d16","d260","d20","d21_1","d21_4_1","d21_11","d21_12","d21_13","d21_14_1","d21_15_1","d21_15_4","d21_18","d21_18_1","d21_19","d21_19_1","d23","d24","d25","h171_2","ht2","ht9","YHOG","YSVL","e27","e45_1","e45_2","e45_3","e46","e51_4","e210_1","e51_5","e210_2","e212","e215","e218"
2,0,8000,6,5,1,2,2,7,2,5,3,2,1,2,2,1,0,1,0,1,1,1,2,5,1,6,0,3,2,5865,93754,50,1,2,2,2,3,1,3,1,3,3,3
8,0,8000,4,2,1,1,2,6,2,1,3,1,2,2,2,2,0,1,0,1,1,2,0,2,4,6,0,4,1,15922,38122,4,1,2,2,2,0,0,0,0,0,0,0
5,0,18000,5,3,1,1,2,6,2,3,3,1,0,1,1,1,3,2,2,1,1,2,0,2,2,4,0,1,1,6096,80628,29,2,1,2,1,2,1,0,0,3,0,0
2,0,10000,3,2,1,1,2,10,1,3,3,1,0,2,2,2,0,2,2,1,1,1,1,2,1,3,0,2,0,0,37081,31,2,2,2,2,3,1,3,1,3,3,2
1,20000,24000,3,1,1,1,2,4,1,1,2,1,0,2,2,2,0,2,2,2,0,2,0,2,0,2,0,1,0,3000,103342,44,2,2,1,2,3,1,3,1,2,3,2
2,0,6000,3,1,1,1,2,7,1,6,3,2,1,2,2,1,0,1,0,1,1,2,0,2,2,4,0,2,1,3526,44147,25,2,2,2,2,3,1,0,0,3,0,0
8,0,25000,6,3,1,3,1,9,1,1,3,1,0,2,1,1,3,2,1,1,1,2,0,1,0,1,0,1,1,36955,49855,65,2,1,2,2,3,1,1,1,3,0,0
2,0,9500,4,3,1,1,2,7,1,3,3,1,0,2,2,1,0,1,0,1,1,1,1,5,0,5,0,3,3,6051,68885,16,2,1,2,2,3,1,9,1,3,0,0
8,0,10000,5,3,1,2,2,2,1,5,3,1,0,2,2,1,0,2,1,1,1,2,0,5,2,7,0,4,1,11100,154820,4,2,1,2,2,0,0,0,0,0,0,0
5,0,21000,3,2,1,1,2,3,1,1,1,1,0,1,2,1,1,1,0,1,2,2,0,3,2,5,0,3,1,8455,101831,9,2,1,2,2,0,0,0,0,0,0,0
10,0,15000,4,3,1,1,2,9,1,3,3,1,0,2,2,1,1,0,0,2,0,1,1,2,2,4,0,4,1,9622,33754,2,2,1,2,2,0,0,0,0,0,0,0
2,0,18000,3,1,1,1,2,11,1,5,3,1,1,1,2,1,2,2,1,1,2,2,0,2,0,2,0,1,1,86963,197926,59,2,1,2,2,3,1,3,1,3,3,3
8,0,7000,2,1,1,1,2,1,1,6,3,2,1,2,2,1,0,1,0,2,0,2,0,1,0,1,0,1,0,1500,12500,19,1,2,2,2,0,0,0,0,1,0,0
2,0,30000,5,3,1,2,1,5,1,1,3,1,0,2,2,1,1,2,1,1,2,2,0,3,0,3,0,1,1,2193,126579,47,2,1,2,1,3,2,3,2,2,3,2
5,0,20000,3,2,1,1,2,3,1,1,3,1,0,2,2,1,1,1,2,2,0,2,0,2,2,4,0,2,0,4386,80272,40,2,1,2,2,3,1,2,1,3,0,0
8,0,5000,4,2,1,1,2,7,2,1,3,2,1,2,2,2,0,0,0,2,0,2,0,1,0,1,0,0,1,1951,12951,50,1,2,2,2,0,0,0,0,3,0,0
2,0,10000,1,1,1,1,2,6,2,3,3,1,2,2,2,2,0,1,0,2,0,2,0,2,1,3,0,1,1,0,40227,37,1,2,2,2,3,1,1,1,3,0,0
8,0,10000,3,2,1,1,1,3,1,3,3,1,1,2,2,1,0,0,0,2,0,2,0,3,0,3,0,1,3,14327,62327,59,1,2,2,1,3,1,0,0,3,0,0
1,9580,15000,4,3,1,1,2,10,2,5,3,1,0,2,2,1,2,2,1,1,1,1,2,3,0,3,0,1,0,0,106453,43,2,1,2,2,3,1,0,0,2,0,0
2,0,8000,5,3,1,1,2,9,1,1,3,1,1,2,2,1,1,0,0,2,0,1,1,4,0,4,0,3,1,0,54502,27,2,1,2,2,3,1,3,1,2,2,3
2,0,0,3,2,1,1,2,11,2,5,5,1,0,2,2,2,0,2,1,2,0,1,1,2,0,2,0,1,2,3902,18102,66,1,2,2,2,0,0,0,0,3,0,0
5,0,20000,3,2,1,1,2,4,1,6,3,1,0,2,2,1,0,0,0,1,1,2,0,1,1,2,0,1,0,30510.5,44199.5,6,2,1,2,1,0,0,0,0,0,0,0
8,0,10000,3,3,1,1,2,1,1,5,3,2,1,2,2,1,0,1,0,2,0,2,0,2,3,5,0,2,0,0,42784,41,1,2,2,2,3,1,3,1,3,3,2
8,0,0,3,2,1,1,2,8,2,5,5,2,0,2,2,2,0,0,0,2,0,1,1,1,0,1,0,0,0,0,10000,64,1,2,2,2,0,0,0,0,3,0,0
1,9500,14000,4,3,1,1,2,9,1,5,3,1,2,2,2,2,2,0,0,2,0,1,1,4,1,5,0,3,2,8610.5,97570.5,39,1,2,2,2,3,1,1,1,2,0,0
5,0,16200,3,1,1,1,2,3,1,4,3,1,0,2,2,1,1,2,2,1,1,2,0,2,0,2,0,1,1,0,44214,32,2,1,2,2,3,1,0,0,3,0,0
2,0,20000,6,3,1,2,2,5,1,3,3,1,1,2,2,1,0,1,4,1,1,2,0,4,0,4,0,2,2,0,135256,21,2,2,2,1,3,2,3,2,3,3,2
2,0,5000,5,3,1,1,2,8,2,5,3,1,0,2,2,2,1,1,1,1,1,2,0,3,2,5,0,2,1,6081,54135,32,2,1,2,2,3,1,3,1,3,3,3
8,0,6000,3,2,1,1,2,7,1,5,3,1,0,2,2,2,0,0,0,2,0,1,1,3,0,3,0,1,2,3926,52689,16,2,1,2,2,3,1,1,1,3,0,0
5,0,4000,4,2,1,1,2,7,2,5,3,2,0,2,2,2,0,0,0,2,0,1,1,3,0,3,0,1,0,2027,49038,25,1,2,2,2,2,1,0,0,2,0,0
2,0,15000,3,1,1,1,2,3,1,3,3,1,0,1,2,1,1,0,0,1,1,2,0,2,0,2,0,1,1,11220,43440,52,2,1,2,1,3,1,1,1,3,0,0
2,0,64000,6,3,1,3,1,5,1,2,2,2,0,2,1,1,0,2,3,1,2,2,0,2,0,2,0,1,2,76094.6666666667,154094.666666667,65,2,2,1,1,3,2,3,2,3,3,2
4,0,6000,5,3,1,1,2,2,3,1,3,2,1,2,2,1,0,1,0,2,0,2,0,4,1,5,0,3,2,6321.5,15921.5,10,1,2,2,2,0,0,0,0,0,0,0
2,0,5000,4,4,2,1,2,9,2,5,3,1,0,2,2,1,1,1,0,1,1,2,0,4,0,4,0,2,2,3902,33398,15,1,2,2,2,3,1,9,1,3,0,0
2,0,6000,5,2,1,1,2,9,2,1,3,1,0,2,2,1,1,2,1,1,1,1,2,2,2,4,0,2,1,6256.5,52236.5,44,1,2,2,2,3,1,3,1,3,3,3
4,0,8000,3,2,1,1,2,6,2,1,3,1,0,1,2,1,1,1,1,1,2,2,0,2,2,4,0,3,0,3926,62012,6,2,1,2,2,0,0,0,0,0,0,0
8,0,5800,3,1,1,1,2,8,2,6,3,2,0,2,2,1,0,0,0,1,1,1,1,2,0,2,2,1,1,2500,28100,23,1,2,2,2,1,1,0,0,3,0,0
2,0,10000,2,1,1,1,2,6,2,3,3,1,0,2,2,2,0,2,0,1,1,2,0,2,0,2,0,1,2,3926,33926,71,1,2,2,2,0,0,0,0,3,0,0
2,0,5000,4,3,1,1,2,7,2,5,3,1,0,2,2,1,1,1,1,1,1,1,2,3,0,3,0,2,1,1951,167168.666666667,42,2,1,2,2,3,1,3,1,2,3,3
2,0,13000,4,3,1,2,2,2,1,1,3,1,0,2,2,1,1,2,1,1,1,1,1,4,0,4,0,2,2,6591,65788,43,2,1,2,2,0,0,0,0,0,0,0
8,0,10000,3,2,1,1,2,6,2,1,3,2,0,2,2,2,0,1,0,2,0,1,1,2,2,4,0,1,1,6081,30208,5,2,1,2,2,0,0,0,0,0,0,0
1,8000,12000,3,2,1,1,2,2,1,3,3,1,1,2,2,1,0,0,0,2,0,2,0,1,1,2,0,1,0,2288,58576,8,2,1,2,1,0,0,0,0,0,0,0
2,0,36000,5,2,1,4,1,4,1,2,2,1,0,2,1,1,4,2,3,1,2,2,0,2,1,3,0,2,0,27271,202313,37,2,1,2,1,3,2,3,2,3,3,2
1,2000,7000,5,3,1,1,2,8,1,5,3,1,1,2,2,1,0,0,0,2,0,1,1,5,0,5,0,3,1,1951,88979,22,1,2,2,2,2,1,0,0,3,0,0
8,0,5000,2,1,1,0,2,1,0,1,3,2,1,2,2,2,0,0,0,2,0,1,1,2,1,3,0,1,0,2189,87567,4,2,1,2,2,0,0,0,0,0,0,0
8,0,8000,4,3,1,1,2,11,1,3,3,1,1,2,2,1,0,0,0,2,0,1,1,3,0,3,0,2,2,3902,33753,58,2,1,2,1,0,0,0,0,3,0,0
2,0,12000,4,2,1,1,2,7,1,6,3,1,2,2,2,1,0,1,0,1,1,2,0,3,1,4,0,3,1,2027,29842,27,1,2,2,2,0,0,0,0,3,0,0
2,0,20000,3,2,1,1,1,5,1,1,3,1,0,2,2,1,3,2,2,1,2,2,0,2,2,4,0,2,0,4542,153667.333333333,42,2,2,1,1,3,2,3,2,3,3,2
1,5000,10000,3,2,1,1,2,9,1,3,3,1,0,1,2,2,1,2,1,1,1,1,1,2,2,4,0,1,0,4769.2,82833.2,37,1,2,2,1,3,1,3,1,2,3,3
2,0,6000,4,3,1,1,2,6,2,1,3,2,0,2,2,2,0,0,0,2,0,2,0,6,5,11,0,8,4,43208,97912,17,1,2,2,2,1,1,0,0,3,0,0
2,0,12000,3,2,1,1,2,6,2,5,3,1,1,2,2,1,2,1,1,1,1,2,0,4,0,4,1,1,1,22531.6666666667,76966.6666666667,41,2,1,2,2,3,1,0,0,3,0,0
2,0,12000,3,2,1,1,2,8,1,5,3,1,0,1,2,1,0,1,0,2,0,1,2,3,2,5,0,1,1,5853,73005,17,2,1,2,2,3,1,1,1,3,0,0
1,6900,11000,4,2,1,1,2,2,1,5,3,1,1,2,2,1,0,1,0,2,0,1,1,3,0,3,0,2,1,2118,105354,16,2,1,2,2,3,1,9,1,3,0,0
1,22000,32000,5,3,1,2,1,3,1,5,3,1,0,2,2,1,2,2,1,1,1,2,0,2,2,4,0,2,0,4360,126720,50,2,2,1,1,3,1,3,1,2,3,3
2,0,0,4,2,2,1,2,12,2,5,5,2,0,2,2,2,0,0,0,2,0,2,0,2,0,2,0,1,1,1963,23003,62,1,2,2,2,0,0,0,0,3,0,0
2,0,15000,6,4,1,2,2,6,2,5,3,1,1,2,2,1,1,1,6,1,1,2,0,5,0,5,0,3,1,3926,176641,51,2,1,2,2,3,1,3,1,3,3,3
5,0,1700,1,1,1,1,2,2,1,1,3,2,0,2,2,2,0,0,0,2,0,2,0,1,0,1,0,1,1,2288,14288,76,1,2,2,2,0,0,0,0,3,0,0
8,0,5000,3,2,1,1,2,10,2,5,3,1,0,2,2,2,0,1,0,1,1,2,0,4,0,4,0,2,2,2121,73523,47,1,2,2,2,3,1,0,0,3,0,0
2,0,25000,4,3,1,2,1,4,1,3,3,1,1,2,2,1,0,2,1,2,0,2,0,3,0,3,0,2,1,2220,73240,86,2,1,2,1,0,0,0,0,3,0,0
2,0,3000,3,1,1,1,2,9,2,5,3,1,1,2,2,2,0,0,0,2,0,2,0,2,0,2,0,1,1,0,33615.75,49,2,1,2,2,0,0,0,0,3,0,0
5,0,14000,3,2,1,1,2,3,1,3,3,1,0,2,2,1,0,1,2,2,0,2,0,3,2,5,0,2,1,2271,56542,36,1,2,2,2,0,0,0,0,2,0,0
5,0,8000,2,2,1,1,2,2,1,3,3,1,0,2,2,1,0,0,0,2,0,1,1,3,0,3,0,2,2,2271,49271,66,2,1,2,1,3,1,3,1,3,3,2
2,0,23000,4,3,1,1,2,4,1,1,3,1,0,2,2,1,1,2,4,1,1,2,0,2,2,4,0,2,0,4576,184391,13,2,1,2,1,2,2,0,0,0,0,0
4,0,5000,3,2,1,1,2,9,1,1,3,1,0,2,2,1,2,0,0,2,0,1,1,4,1,5,0,1,1,11201.5,50761.5,6,1,2,2,2,0,0,0,0,0,0,0
5,0,9000,3,3,1,1,2,9,1,6,3,1,1,2,2,1,0,1,1,2,0,2,0,3,2,5,0,4,0,8231.5,60648.5,58,1,2,2,2,0,0,0,0,3,0,0
5,0,17000,4,2,1,1,2,4,1,3,3,1,0,1,2,2,0,2,0,2,0,2,0,3,0,3,0,2,2,8542,53542,82,2,1,2,2,0,0,0,0,3,0,0
2,0,0,4,2,3,2,2,8,2,5,3,1,0,2,2,1,2,1,2,1,1,1,1,2,2,4,0,3,0,6784.5,62205.1666666667,41,2,1,2,2,3,1,0,0,3,0,0
2,0,15000,4,3,1,1,2,8,2,3,3,1,1,2,2,2,1,2,0,2,0,2,0,2,0,2,0,2,2,3902,37902,73,2,1,2,2,3,1,3,1,3,3,3
1,7000,12000,4,3,3,1,2,9,1,5,3,1,0,2,2,1,2,1,2,1,1,1,1,3,1,4,0,2,1,0,108852,44,2,1,2,2,3,1,3,1,3,2,3
8,0,5000,4,2,1,1,2,7,2,6,3,2,1,2,2,2,0,1,0,2,0,1,1,2,2,4,0,3,0,6420,28828,28,2,2,2,2,0,0,0,0,2,0,0
1,19000,20000,5,4,1,1,2,6,1,5,3,1,0,2,2,1,1,2,1,1,1,2,0,6,2,8,0,5,0,4034,181636,27,2,1,2,1,3,2,2,2,3,0,0
2,0,10000,4,3,1,1,2,11,2,5,3,1,1,2,2,2,0,0,0,2,0,2,0,2,0,2,0,2,2,3926,42926,31,1,2,2,2,3,1,2,1,3,0,0
8,0,10000,6,3,1,1,2,6,2,5,3,1,0,2,2,2,0,1,0,2,0,1,1,8,2,10,0,3,3,4321.5,80021.5,26,1,2,2,2,3,1,2,1,3,0,0
2,0,19000,4,2,1,1,2,2,1,3,3,1,0,2,2,1,0,0,0,2,0,2,0,3,1,4,0,4,1,8699.5,69077.5,84,2,1,2,1,0,0,0,0,3,0,0
2,0,8000,5,3,1,1,2,11,1,5,3,1,1,2,2,1,2,1,0,1,1,2,0,2,1,3,0,2,1,4064,47262.6666666667,65,2,1,2,2,0,0,0,0,3,0,0
2,0,15000,3,2,1,1,2,1,2,5,3,1,0,2,2,2,0,2,1,1,1,2,0,2,1,3,0,2,0,2220,91660,43,2,1,2,1,3,1,1,1,2,0,0
4,0,12000,3,2,1,1,2,9,2,5,3,1,0,2,2,1,2,2,1,1,1,1,1,3,0,3,0,1,1,0,77235.3333333333,19,2,1,2,2,3,1,0,0,3,0,0
1,6900,17000,3,2,1,1,2,4,1,1,3,1,0,1,2,1,1,2,1,1,1,2,0,4,0,4,0,1,2,2271,76813,19,2,1,2,2,3,2,2,1,3,0,0
2,0,5000,4,3,1,1,2,9,1,5,3,1,1,2,2,2,1,2,0,2,0,2,0,2,0,2,0,1,1,3902,19902,73,1,2,2,2,0,0,0,0,3,0,0
8,0,12000,3,2,1,1,2,4,1,3,3,1,0,2,1,1,0,2,1,1,2,1,2,3,0,3,0,1,1,2271,62542,56,2,1,2,2,3,1,1,1,3,0,0
8,0,15000,3,2,1,2,2,8,1,3,3,1,1,2,2,1,0,0,0,2,0,2,0,3,0,3,0,2,1,10054,44554,54,2,1,2,2,3,1,0,0,2,0,0
2,0,12000,2,1,1,1,1,10,1,1,1,1,0,2,2,1,0,0,0,2,0,2,0,1,0,1,0,1,1,2027,22027,95,2,1,2,1,0,0,0,0,0,0,0
8,0,7000,2,1,1,1,2,6,2,6,3,1,1,2,2,1,0,0,0,2,0,2,0,2,0,2,0,2,0,0,31340,18,1,2,2,2,2,1,0,0,3,0,0
5,0,7000,5,4,1,2,2,4,1,3,3,1,0,2,2,1,1,2,6,1,1,2,0,3,2,5,0,3,1,6813,120355,41,2,2,2,2,3,1,3,1,3,3,2
1,5600,12000,4,3,1,1,2,7,1,5,3,1,0,2,2,1,2,2,1,2,0,2,0,1,0,1,0,1,1,15017,34017,78,2,1,2,2,3,1,3,1,3,2,3
8,0,6000,3,2,1,1,2,9,2,5,3,2,1,2,2,2,0,1,0,2,0,2,0,1,4,5,0,4,0,10922,31522,10,1,2,2,2,0,0,0,0,0,0,0
2,0,18000,3,2,1,2,2,4,1,2,2,1,1,2,2,1,0,2,1,2,0,2,0,1,0,1,0,1,1,2288,34288,69,2,1,2,1,3,2,3,2,3,2,2
2,0,7500,4,2,1,1,2,11,2,5,3,1,1,2,2,2,0,1,0,1,1,1,1,3,1,4,0,2,2,5853,50104,10,2,1,2,2,0,0,0,0,0,0,0
2,0,12000,4,2,1,1,2,11,1,3,3,2,0,2,2,1,0,2,1,2,0,1,1,3,0,3,0,3,1,1963,75032,24,1,2,2,2,3,1,3,1,3,1,3
2,0,8000,1,1,1,1,2,2,1,6,3,1,1,2,2,2,0,0,0,2,0,2,0,1,0,1,0,1,1,2609.66666666667,14809.6666666667,65,2,1,2,2,0,0,0,0,3,0,0
5,0,2500,2,1,1,1,2,7,1,3,3,2,1,2,2,2,0,1,0,2,0,2,0,2,1,3,0,2,0,2730.5,28230.5,40,1,2,2,2,0,0,0,0,3,0,0
4,0,7000,3,2,1,1,2,1,3,1,3,2,0,2,2,1,0,1,0,2,0,2,0,2,3,5,0,3,1,7461,23361,1,1,2,2,2,0,0,0,0,0,0,0
2,0,12000,3,2,1,1,2,12,1,5,3,1,1,2,2,1,0,2,1,1,1,1,1,2,0,2,0,1,1,3902,69752,69,2,1,2,1,3,1,2,1,3,0,0
8,0,10000,3,2,1,1,2,10,2,5,3,1,0,2,2,2,0,1,1,1,1,1,1,4,1,5,0,1,2,5889,56102,43,2,1,2,2,3,1,0,0,3,0,0
2,0,40000,4,3,1,2,2,5,1,1,1,1,0,1,2,1,4,1,3,1,1,2,0,3,1,4,0,1,1,4542,161050.666666667,17,2,2,1,1,3,2,9,2,2,0,0
8,0,8000,3,2,1,1,2,7,2,5,3,1,1,2,2,1,1,0,0,2,0,1,1,3,0,3,0,0,0,0,28961,23,1,2,2,2,2,1,0,0,3,0,0
2,0,7500,4,2,1,1,2,11,1,5,3,1,0,2,2,1,0,1,0,1,1,1,1,2,1,3,0,2,0,4064,38696,26,2,1,2,2,0,0,0,0,2,0,0
5,0,15000,4,2,1,1,2,8,1,5,1,1,0,2,2,1,2,2,2,1,1,2,0,2,1,3,0,1,0,1951,97353,32,2,1,2,2,3,1,3,1,3,3,3
8,0,6500,1,1,1,1,2,9,1,1,3,1,0,2,2,1,1,1,0,2,0,2,0,1,1,2,0,2,0,9017,21946,26,1,2,2,2,3,1,3,1,3,1,3
1,25000,25000,4,3,1,1,1,10,1,5,3,1,0,2,2,1,1,2,1,1,1,2,0,2,2,4,0,2,0,3926,83685.3333333333,3,2,1,2,2,0,0,0,0,0,0,0
4,0,9000,3,2,1,1,2,8,1,5,3,1,0,2,2,1,1,0,0,1,1,1,1,2,0,2,1,1,1,9284.33333333333,30284.3333333333,27,1,2,2,2,3,1,0,0,3,0,0
5,0,11000,3,2,1,1,2,3,1,1,3,1,1,2,2,2,0,2,1,2,0,2,0,2,0,2,0,2,0,0,34542,32,2,1,2,1,3,1,3,1,3,3,1
5,0,6000,2,1,1,1,2,10,2,5,3,1,0,2,2,1,0,2,1,2,0,1,1,1,0,1,0,0,0,2027,34567,28,2,1,2,2,3,1,0,0,3,0,0
5,0,27000,3,2,1,2,2,4,1,1,3,1,0,2,2,1,2,2,1,1,1,2,0,2,1,3,0,2,0,2193,103829,36,2,1,2,2,3,2,3,2,3,3,2
8,0,6000,3,2,1,1,2,11,1,3,3,1,0,2,2,1,0,1,0,2,0,1,2,2,1,3,0,1,0,4064,34896,12,2,1,2,2,9,1,0,0,0,0,0
2,0,10000,4,2,3,1,2,6,2,3,3,1,0,2,2,1,1,1,2,1,1,2,0,2,1,3,0,2,0,1963,91889,11,2,1,2,2,0,0,0,0,0,0,0
8,0,5000,2,2,1,1,2,3,1,1,3,1,0,2,2,2,0,1,0,2,0,2,0,1,4,5,0,2,0,13772,41965,9,2,1,2,2,0,0,0,0,0,0,0
2,0,15000,3,1,1,1,2,2,1,3,3,1,0,2,2,1,0,2,1,1,1,2,0,1,0,1,0,1,1,2271,32271,66,2,1,2,2,3,1,3,1,3,3,2
2,0,150000,6,3,1,3,2,5,1,5,2,2,0,2,1,1,2,2,1,1,1,2,0,3,1,4,0,2,1,71642,186642,46,2,1,2,1,3,2,2,1,3,0,0
5,0,17000,1,1,1,1,1,5,1,1,1,1,0,2,2,1,1,0,0,2,0,2,0,1,0,1,0,1,1,23262,71262,98,2,1,2,1,3,1,3,1,3,2,3
5,0,15000,2,1,1,1,2,4,1,1,3,1,0,2,2,1,1,2,1,2,0,2,0,2,0,2,0,1,1,2271,42542,70,2,1,2,2,3,1,0,0,2,0,0
5,0,10000,4,1,1,1,2,6,2,4,3,1,2,2,2,1,0,0,0,2,0,2,0,1,0,1,0,1,1,1955,44955,72,2,1,2,1,0,0,0,0,3,0,0
4,0,10000,3,3,1,1,2,6,2,5,3,1,0,1,2,1,1,1,1,2,0,1,1,5,0,5,0,2,3,6081,81925,17,2,1,2,2,3,1,9,1,3,0,0
8,0,5000,4,3,1,1,2,2,1,6,3,1,0,2,2,2,0,0,0,2,0,2,0,5,1,6,0,2,2,2214,43528,22,1,2,2,2,0,0,0,0,3,0,0
8,0,4000,4,4,1,1,2,6,1,5,3,2,1,2,2,2,0,0,0,2,0,2,0,5,3,8,0,3,1,12941,53103,58,1,2,2,2,3,1,2,1,3,0,0
2,0,15000,4,3,1,1,2,1,2,5,3,1,1,2,2,2,0,0,0,2,0,2,0,3,2,5,0,3,1,12491.5,68184.5,2,1,2,2,2,0,0,0,0,0,0,0
5,0,14000,3,2,1,1,2,3,1,1,3,1,0,2,2,1,0,1,1,1,1,2,0,4,1,5,0,3,1,2180,87920,7,2,1,2,2,0,0,0,0,0,0,0
2,0,20000,5,2,1,1,2,3,1,3,3,1,0,2,2,1,0,2,3,1,1,2,0,2,0,2,0,1,2,4440,64440,69,2,1,2,1,3,1,1,1,3,0,0
2,0,16000,3,2,1,1,2,3,1,3,1,1,0,2,2,1,1,2,2,2,0,2,0,2,0,2,0,2,1,2262,64524,14,2,1,2,1,2,1,0,0,0,0,0
2,0,25000,5,2,1,1,2,6,2,5,3,1,0,1,2,1,0,2,1,1,2,2,0,3,0,3,0,2,1,48000,108576.666666667,21,1,2,2,2,3,1,3,1,3,3,1
5,0,5000,3,1,1,1,2,6,2,6,3,1,1,2,2,2,0,0,0,2,0,2,0,1,0,1,0,0,1,2121,28121,76,2,1,2,2,0,0,0,0,3,0,0
2,0,8000,3,1,1,1,2,10,1,6,3,1,0,2,2,2,0,0,0,1,1,2,0,2,1,3,0,2,0,5477,77379,29,2,1,2,2,0,0,0,0,3,0,0
2,0,5000,3,2,1,1,2,10,2,3,3,1,0,2,2,2,0,1,0,2,0,2,0,3,1,4,0,2,1,6272.5,26372.5,42,1,2,2,2,0,0,0,0,3,0,0
1,5500,25000,5,4,1,1,2,3,1,3,3,1,2,2,2,1,0,2,1,2,0,2,0,5,0,5,0,2,2,4542,74855,15,2,1,2,2,2,1,0,0,3,0,0
8,0,15000,3,2,1,1,2,2,1,3,3,1,0,2,2,1,0,1,0,1,1,2,0,3,1,4,0,3,1,4428,52856,17,2,1,2,2,3,1,2,1,3,0,0
2,0,7000,4,2,1,1,2,8,2,5,3,1,1,2,2,2,0,1,1,1,2,1,1,5,1,6,0,2,2,12256.5,51364.5,56,1,2,2,2,0,0,0,0,3,0,0
5,0,24000,4,2,1,1,2,5,1,1,3,1,0,2,2,1,2,2,2,1,1,2,0,2,0,2,0,1,0,2271,74542,62,2,2,1,1,3,2,3,2,3,3,2
2,0,20000,4,3,1,3,2,4,1,1,1,1,0,2,2,1,2,2,3,2,0,2,0,3,0,3,0,3,2,16271,77542,84,2,1,2,2,3,2,3,2,3,3,3
5,0,9500,3,2,1,1,2,3,1,5,1,1,0,2,2,1,0,1,1,1,1,2,0,3,1,4,0,2,0,2288,99864,38,2,1,2,2,3,1,0,0,2,0,0
8,0,10000,3,2,1,1,1,8,1,5,3,1,0,2,2,1,1,2,1,1,1,2,0,2,2,4,0,2,0,3926,112852,41,2,2,1,2,3,1,3,1,3,3,2
4,0,6500,3,2,1,1,2,9,2,5,3,1,0,2,2,2,0,1,0,2,0,1,2,2,3,5,0,3,0,16447,60948,44,1,2,2,2,0,0,0,0,3,0,0
2,0,16000,3,2,1,1,2,4,1,3,3,1,0,2,2,1,0,2,2,2,0,2,0,2,0,2,0,1,1,2271,42271,15,2,1,2,1,1,2,0,0,3,0,0
8,0,9500,2,2,1,1,2,8,1,5,3,1,0,2,2,1,1,1,0,1,1,1,1,2,1,3,0,1,0,2027,54581,56,2,1,2,2,3,1,3,1,3,3,3
2,0,9500,4,2,1,1,2,9,1,5,3,1,1,2,2,1,1,2,0,2,0,2,0,2,0,2,0,1,2,4054,37705,90,2,1,2,2,0,0,0,0,3,0,0
2,0,30000,4,2,1,1,2,6,2,1,3,1,0,1,2,1,3,2,1,1,2,2,0,3,0,3,0,1,1,12027,228794.333333333,42,2,2,1,1,3,2,3,2,3,3,3
2,0,10000,3,2,1,1,2,10,2,5,3,1,1,2,2,2,0,0,0,2,0,2,0,1,0,1,0,1,1,3163,25163,94,2,1,2,2,0,0,0,0,3,0,0
8,0,10000,3,2,1,1,2,8,1,5,3,1,0,2,2,1,0,0,0,1,1,1,1,2,2,4,0,2,0,4064,72128,1,2,1,2,2,0,0,0,0,0,0,0
2,0,35000,5,1,1,2,2,5,1,2,2,1,0,2,2,1,1,2,1,2,0,2,0,1,0,1,0,1,1,2288,45288,88,2,1,2,1,0,0,0,0,3,0,0
2,0,10000,3,2,1,1,2,7,2,5,3,2,0,2,2,1,0,1,1,2,0,2,0,2,0,2,0,2,1,1951,28951,24,1,2,2,2,3,1,3,1,3,3,1
8,0,3000,2,2,1,0,2,8,0,6,3,2,1,2,2,2,0,0,0,2,0,2,0,3,2,5,0,4,3,11052,20552,11,1,2,2,2,0,0,0,0,0,0,0
5,0,5000,3,2,1,1,2,7,1,5,3,2,0,2,2,2,0,1,0,2,0,2,0,2,3,5,0,4,2,8811.5,35911.5,41,1,2,2,2,0,0,0,0,3,0,0
4,0,14000,6,3,1,1,2,1,2,5,3,1,1,2,2,2,0,1,0,1,1,2,0,3,4,7,0,3,1,20083,103171,3,2,1,2,2,0,0,0,0,0,0,0
2,0,15000,3,2,1,1,2,2,1,1,1,1,0,1,2,2,0,2,1,2,0,2,0,2,0,2,0,2,1,2197,36897,74,2,1,2,2,3,2,3,1,3,3,2
2,0,12000,5,3,1,1,2,6,2,1,3,1,0,2,2,1,2,2,2,2,0,2,0,4,0,4,0,2,3,1963,65889,87,1,2,2,2,0,0,0,0,3,0,0
2,0,12000,4,2,1,1,2,2,1,3,3,1,1,2,2,1,0,2,1,2,0,1,1,2,0,2,0,2,1,2288,56512,41,2,1,2,2,2,1,0,0,3,0,0
8,0,0,5,3,3,1,2,8,2,5,3,2,0,2,2,2,0,1,0,2,0,1,2,3,1,4,0,2,1,0,33540,53,1,2,2,2,0,0,0,0,3,0,0
2,0,10000,4,2,3,1,2,6,2,5,3,1,0,2,2,1,1,2,2,1,2,1,1,4,0,4,0,3,0,0,125820,58,2,1,2,2,0,0,0,0,3,0,0
4,0,6000,4,3,1,1,2,7,2,5,3,2,1,2,2,1,0,1,0,1,1,1,2,2,3,5,0,2,0,3386.5,26686.5,6,1,2,2,2,0,0,0,0,0,0,0
10,0,12000,3,1,1,1,2,3,1,1,3,1,0,2,2,1,1,2,0,2,0,2,0,2,0,2,0,1,2,9360,32360,76,2,1,2,1,3,1,0,0,3,0,0
5,0,9000,3,2,1,1,1,8,1,5,3,1,0,2,2,2,0,2,1,2,0,2,0,3,2,5,0,3,0,4546.4,81436.4,3,2,1,2,1,0,0,0,0,0,0,0
